,Unnamed: 0.2,index,Unnamed: 0.1,Unnamed: 0,names,city_region,public1,address,full_address,Latitude,Longitude
0,0,2,2,2,ГККП «Строительно-технический колледж» акимата города Астана,Астана,True,"ул. Аль-Фараби, 53/350-16-06","Астана ул. Аль-Фараби, 53/350-16-06",51.158933835644,71.525587524066
1,1,3,3,3,ГККП «Колледж общественного питания и сервиса» акимата города Астана,Астана,True,"ул. Б.Майлин, 1250-16-47","Астана ул. Б.Майлин, 1250-16-47",51.1776,71.433
2,2,4,4,4,ГККП «Технологический колледж» акимата города Астана,Астана,True,"ул. С.Сейфуллина, 5954-42-14","Астана ул. С.Сейфуллина, 5954-42-14",51.169827152152,71.388127767313
3,3,5,5,5,ГККП «Технический колледж» акимата города Астана,Астана,True,"Улица 187,здание 19","Астана Улица 187,здание 19",51.174629132284,71.389438067762
4,4,6,6,6,КГУ «Профессионально-технический колледж» акимата города Астана,Астана,True,"Кургальджинское шоссе, 2257-05-46","Астана Кургальджинское шоссе, 2257-05-46",51.148670358216,71.386617065206
5,5,7,7,7,ГКП на ПХВ «Колледж сериса и туризма» акимата города Астана,Астана,True,"ул. Қарасай батыр, 1927-22-19","Астана ул. Қарасай батыр, 1927-22-19",51.197337997703,71.395148975493
6,6,8,8,8,ГКП на ПХВ «Высший колледж «ASTANA POLYTECHNIC» акимата города Астана,Астана,True,"ул. Бейбітшілік, 3950-14-81","Астана ул. Бейбітшілік, 3950-14-81",51.16960580494,71.420475000598
7,7,9,9,9,ГКП на ПХВ «Высший колледж транспорта и коммуникаций» акимата города Астана,Астана,True,"ул. Конституция, 1050-18-40","Астана ул. Конституция, 1050-18-40",51.194697180188,71.397447206987
8,8,10,10,10,ГКП на ПХВ «Высший медицинский колледж» акимата города Астана,Астана,True,"Ш.Құдайбердіұлы, 1633-15-67","Астана Ш.Құдайбердіұлы, 1633-15-67",51.153533237225,71.507193019346
9,9,12,12,12,Педагогический колледж ТОО «Междунородный университет «Астана»,Астана,False,"ул. І. Жансүгірұлы, 450-16-19","Астана ул. І. Жансүгірұлы, 450-16-19",51.1581969684,71.481998994418
10,10,13,13,13,Учреждение «Высший Торгово-экономический колледж Казпотребсоюза»,Астана,False,"ул. Кенесары, 60, 50-18-37","Астана ул. Кенесары, 60, 50-18-37",51.166718989223,71.449618773279
11,11,14,14,14,ТОО «Колледж Управления»,Астана,False,"пр. Жеңіс, 68  ул. Орлыколь,14/331-10-14","Астана пр. Жеңіс, 68  ул. Орлыколь,14/331-10-14",51.184520307549,71.433218741526
12,12,15,15,15,Колледж иностранных языков «Лингва»,Астана,False,"ул. Т.Рыскулбеков, 7/2, 25-67-11","Астана ул. Т.Рыскулбеков, 7/2, 25-67-11",51.154428017863,71.494737971339
13,13,16,16,16,ТОО «Медико-технический колледж»,Астана,False,"ул. І.Есенберлина 16/2, 38-23-57","Астана ул. І.Есенберлина 16/2, 38-23-57",51.190486536241,71.409313759299
14,14,17,17,17,Колледж «Даналық»,Астана,False,"Коктал 1, ул. Ардагерлер, 27, 48-20-98","Астана Коктал 1, ул. Ардагерлер, 27, 48-20-98",51.183563513301,71.343311179124
15,15,18,18,18,ТОО «Гуманитарно-юридический колледж КазГЮУ»,Астана,False,"ул. І.Есенберлина, 27, 39-25-27","Астана ул. І.Есенберлина, 27, 39-25-27",51.189117015082,71.417818081567
16,16,19,19,19,Колледж «Туран»,Астана,False,"ул. А.Бараева, 9/2, 20-20-09","Астана ул. А.Бараева, 9/2, 20-20-09",51.15785769209,71.436464872899
17,17,20,20,20,Учреждение «Колледж им.Д.А. Кунаева в г.Астане»,Астана,False,"ул. Манас, 23/2,68-00-70","Астана ул. Манас, 23/2,68-00-70",51.163804014755,71.491814028235
18,18,21,21,21,ТОО «Казахстанский Швейцарско-Американский колледж туризма и гостиничного дела»,Астана,False,"ул. Конаева 29/1, 72-51-99","Астана ул. Конаева 29/1, 72-51-99",51.1776,71.433
19,19,22,22,22,ТОО «Индустриальный инженерно-экономический колледж»,Астана,False,ул. Даулеткерей 143-08-74,Астана ул. Даулеткерей 143-08-74,51.177413953351,71.368912054675
20,20,23,23,23,ТОО «Астанинский технико-экономический колледж»,Астана,False,"ул. Ы. Дүкенұлы, 31/322-62-79","Астана ул. Ы. Дүкенұлы, 31/322-62-79",51.178693805583,71.417211143234
21,21,24,24,24,Колледж АО «Казахский университет технологии и бизнеса»,Астана,False,"ул. Мухамедханова, 37А72-58-34","Астана ул. Мухамедханова, 37А72-58-34",51.187238894025,71.392855016232
22,22,25,25,25,ТОО «Акмолинский колледж АО «Казахская академиятранспорта и коммуникаций им.М.Тынышпаева»,Астана,False,"ул. Гете, 10А94-34-87","Астана ул. Гете, 10А94-34-87",51.193659012762,71.409928030991
23,23,26,26,26,Учреждение «Колледж Евразийского гуманитарного института»,Астана,False,"ул. М.Жұмабаев, 4а68-00-82","Астана ул. М.Жұмабаев, 4а68-00-82",51.1776,71.433
24,24,27,27,27,Многопрофильный колледж «Парасат»,Астана,False, ,Астана  ,51.1776,71.433
25,25,28,28,28,"ТОО «Колледж менеджмента, бизнеса и образования»",Астана,False,"пр. Жеңіс, 68а38-26-05","Астана пр. Жеңіс, 68а38-26-05",51.189407585743,71.408175794132
26,26,29,29,29,Колледж НАО ЕНУ им.Л.Н.Гумилева,Астана,False,"ул. І.Есенберлин, 2549-72-96","Астана ул. І.Есенберлин, 2549-72-96",51.189094559221,71.419128284458
27,27,30,30,30,Учреждение «Колледж городского хозяйства«Астана-Профи»,Астана,False,ул. Ақбұғы 1/194-23-29,Астана ул. Ақбұғы 1/194-23-29,51.193371010569,71.402766030004
28,28,31,31,31,Учреждение медицинский колледж «Шипагер»,Астана,False,"ул. Чехоева, 14/149-65-86,","Астана ул. Чехоева, 14/149-65-86,",51.196497879548,71.460219030948
29,29,32,32,32,Экономико-юридический колледж,Астана,False,"ул. Сембинов, 2352-15-18","Астана ул. Сембинов, 2352-15-18",51.17681932579,71.455901623339
30,30,33,33,33,ТОО «Казахстанский международный лингвистический колледж»,Астана,False,"ул. Т.Бигельдинова, 6
+7 (7172) 57‒97‒07","Астана ул. Т.Бигельдинова, 6
+7 (7172) 57‒97‒07",51.164827891584,71.411293686487
31,31,34,34,34,ТОО «Медицинский колледж «Томирис»,Астана,False,"ул. Саркан, 152-66-04","Астана ул. Саркан, 152-66-04",51.135372235976,71.494602255961
32,32,35,35,35,Колледж ТОО «Республиканская медицинская академия»,Астана,False,ул. Макат 4а57-32-33,Астана ул. Макат 4а57-32-33,51.193199769317,71.459622052494
33,33,36,36,36,Частное учреждение «Колледж медресе Астана»,Астана,False,"ул. Кобыланды батыр, 3","Астана ул. Кобыланды батыр, 3",51.154030665435,71.522025059399
34,34,37,37,37,Колледж информационных технологий при ТОО «Astana IT University»,Астана,False,"ул.Мангилик ел, 55/11 корп С1","Астана ул.Мангилик ел, 55/11 корп С1",51.093216081364,71.425580211167
35,35,38,38,38, ,Алматы,True,"Ул. Жандосова, 65","Алматы Ул. Жандосова, 65",43.211469982384,76.867430031704
36,36,39,39,39,г.Алматы Колледжи государственной формы собственности,Алматы,True,"Ул. Жамбыла, 102","Алматы Ул. Жамбыла, 102",43.246355002395,76.929241035566
37,37,40,40,40,ГККП «Алматинский государственный колледж энергетики и электронных технологий»,Алматы,True,Ул. Чайковского 7,Алматы Ул. Чайковского 7,43.269169998015,76.934947016153
38,38,41,41,41,КГКП «Алматинский колледж транспорта и коммуникаций»,Алматы,True,Ул. Шемякина 131,Алматы Ул. Шемякина 131,43.29969600928,76.965190012457
39,39,42,42,42,КГКП «Колледж индустрии туризма и гостеприимства»,Алматы,True,"Мкр. Таугуль 2, 29/3","Алматы Мкр. Таугуль 2, 29/3",43.213251506164,76.872329699588
40,40,43,43,43,ГККП «Алматинский казахский государственный гуманитарно-педагогический колледж №1»,Алматы,True,"Ул. Толе би, 287Б","Алматы Ул. Толе би, 287Б",43.227984233646,76.804970993159
41,41,44,44,44,ГККП «Алматинский государственный гуманитарно-педагогический колледж №2»,Алматы,True,"Тастак 1, мкр. 1В","Алматы Тастак 1, мкр. 1В",43.249169980757,76.862735998287
42,42,45,45,45,ГККП «Алматинский колледж автомобильной и модной индустрии»,Алматы,True,Ул. Сатпаева 86,Алматы Ул. Сатпаева 86,43.233635003322,76.882947029957
43,43,46,46,46,ГККП «Алматинский государственный политехнический колледж»,Алматы,True,Ул. дегдара 10/3,Алматы Ул. дегдара 10/3,43.395989995169,76.983789958518
44,44,47,47,47,ГККП «Алматинский государственный колледж сервиса и технологий»,Алматы,True,"Ул. Шевченко, 95","Алматы Ул. Шевченко, 95",43.173844298382,76.898181675379
45,45,48,48,48,КГКП «Алматинский колледж пассажирского транспорта и технологий»,Алматы,True,Ул. Е. Чайкина 12 А,Алматы Ул. Е. Чайкина 12 А,43.21714997907,76.968549982164
46,46,49,49,49,ГККП «Алматинский государственный бизнес колледж»,Алматы,True,"Ул. Кабдолова, 12","Алматы Ул. Кабдолова, 12",43.236889989691,76.855139982353
47,47,50,50,50,КГП на ПХВ «Высший медицинский колледж» УОЗ г.Алматы,Алматы,True,Проспект Райымбека 174,Алматы Проспект Райымбека 174,43.267961118029,76.919926058929
48,48,51,51,51,КГКП «Алматинский технологический колледж» Управления образования г.Алматы,Алматы,True,"Ул. Жандосова, 63","Алматы Ул. Жандосова, 63",43.212159980653,76.868099997224
49,49,52,52,52,КГКП «Алматинский колледж моды и дизайна»,Алматы,True,"Ул. Шевченко, 202","Алматы Ул. Шевченко, 202",43.242303986681,76.892248008816
50,50,53,53,53,КГКП «Алматинский многопрофильный колледж»,Алматы,True,"Ул. Казыбаева, 270","Алматы Ул. Казыбаева, 270",43.304539994944,76.91854002742
51,51,54,54,54,КГКП «Алматинский колледж полиграфии»,Алматы,True,"Ул. Тимирязева, 50","Алматы Ул. Тимирязева, 50",43.224959984992,76.900391027751
52,52,55,55,55,КГКП «Алматинский автомеханический колледж»,Алматы,True,Пр. Сейфуллина 467 В,Алматы Пр. Сейфуллина 467 В,43.268733007493,76.929563990296
53,53,56,56,56,"КГКП «Колледж архитектуры, дизайна и инженерии»",Алматы,True,"Ул. Заветная, 41","Алматы Ул. Заветная, 41",43.334980007883,76.961499963403
54,54,57,57,57,КГКП «Алматинский колледж технологий и флористики»,Алматы,True,Ул. Саина 32,Алматы Ул. Саина 32,43.233639990554,76.842980020141
55,55,58,58,58,КГКП «Алматинский колледж телекоммуникаций и машиностроения»,Алматы,True,"Ул. Туркебаева, 257","Алматы Ул. Туркебаева, 257",43.229959706417,76.881957881563
56,56,59,59,59,КГКП «Алматинский строительно-технический колледж»,Алматы,True,"Ул. Досмухамедова, 61","Алматы Ул. Досмухамедова, 61",43.252180006007,76.923444027511
57,57,60,60,60,КГКП «Алматинский электромеханический колледж»,Алматы,True,"Пр. Сейфуллина, 521","Алматы Пр. Сейфуллина, 521",43.257044988338,76.931889968427
58,58,61,61,61,ГККП «Специализированная школа-интернат-колледж для одаренных в спорте детей»,Алматы,True,Ул. Байзакова 125/185,Алматы Ул. Байзакова 125/185,43.256489016701,76.910616027615
59,59,63,63,63,УО «Колледж Каспийского общественного университета»,Алматы,False,"Ул. Ахметова, 44","Алматы Ул. Ахметова, 44",43.353203100937,77.005498268611
60,60,64,64,64,Учреждение Колледж Академии «Кайнар»,Алматы,False,"Ул. Байтурсынова, 126/1","Алматы Ул. Байтурсынова, 126/1",43.234448623091,76.930387974706
61,61,65,65,65,АО «Академия гражданской авиации» Авиационный колледж,Алматы,False,"Ул. Сатпаева, 16","Алматы Ул. Сатпаева, 16",43.237843012082,76.941118024728
62,62,66,66,66,НАО «Алматинский университет энергетики и связи имени Гумарбека Даукеева» Колледж АУЭС,Алматы,False,Ул. Гоголя 161,Алматы Ул. Гоголя 161,43.2590567854,76.933310511491
63,63,67,67,67,Учреждение «Университет «Туран» (колледж),Алматы,False,"Ул. Масанчи, 39","Алматы Ул. Масанчи, 39",43.252000381822,76.928921768874
64,64,68,68,68,Колледж профессионального образования в составе при НАО «Казахский Национальный Женский Педагогический Университет»,Алматы,False,Ул. Карасай батыра 75,Алматы Ул. Карасай батыра 75,43.249318005168,76.9064430133
65,65,69,69,69,НАО «Колледж Казахского национального университета имени аль-Фараби»,Алматы,False,"Ул. Толе би, 303","Алматы Ул. Толе би, 303",43.242194016111,76.841688033585
66,66,70,70,70,НУО «Казахстанско-Российский высший медицинский колледж»,Алматы,False,"Ул. Рыскулбекова, 39А","Алматы Ул. Рыскулбекова, 39А",43.20532998685,76.871284030784
67,67,71,71,71,ТОО «Колледж им. Д.А. Кунаева»,Алматы,False,"Проспект Аль-Фараби, 93А","Алматы Проспект Аль-Фараби, 93А",43.208265401109,76.912828669783
68,68,72,72,72,"ТОО""Алматинский финансово-экономический колледж""",Алматы,False,"Ул. Гагарина, 135 А","Алматы Ул. Гагарина, 135 А",43.233511998893,76.894606005817
69,69,73,73,73,ТОО «Колледж международного инженерно-технологияеского университета»,Алматы,False,"Көктем-1, мкр., 11","Алматы Көктем-1, мкр., 11",43.228619901104,76.927073223948
70,70,74,74,74,ТОО «Колледж «Әділет»,Алматы,False,"Ул. Кунаева, 43","Алматы Ул. Кунаева, 43",43.26284400805,76.948769025946
71,71,75,75,75,ТОО Медицинский центр «Эмили»,Алматы,False,"Жетысу-1, мкр. 32/3","Алматы Жетысу-1, мкр. 32/3",43.44159,77.03874
72,72,76,76,76,УО «Колледж Академия дизайна и технологии «Сымбат»,Алматы,False,"Пр. Райымбека, 165","Алматы Пр. Райымбека, 165",43.270086014303,76.935177015576
73,73,77,77,77,ТОО «Алматинский технико-экономический колледж путей сообщения»,Алматы,False,"Ул. Шевченко, 97","Алматы Ул. Шевченко, 97",43.245401016085,76.928747006193
74,74,78,78,78,ТОО «Алматинский колледж академии логистики и транспорта»,Алматы,False,"Ул. Толе би, 109 Б","Алматы Ул. Толе би, 109 Б",43.25371200836,76.923100034205
75,75,79,79,79,ТОО «Педагогический колледж ALT»,Алматы,False,"Коктем-1, мкр. 11","Алматы Коктем-1, мкр. 11",43.228619901104,76.927073223948
76,76,80,80,80,Учреждение «Евразийский технико-экономический колледж»,Алматы,False,"Ул. Байтурсынова, 89","Алматы Ул. Байтурсынова, 89",43.243797395255,76.926869059754
77,77,81,81,81,ТОО «Алматинский колледж «Престиж»,Алматы,False,"Ул. Байтурсынова, 89","Алматы Ул. Байтурсынова, 89",43.243797395255,76.926869059754
78,78,82,82,82,Учреждение «Колледж международного сервиса и менеджмента»,Алматы,False,"Ул. Досмухамедова, 15","Алматы Ул. Досмухамедова, 15",43.259115988975,76.922617990953
79,79,83,83,83,УО «Педагогический колледж иностранных языков»,Алматы,False,Проспект Абая 83,Алматы Проспект Абая 83,43.2421654516,76.931683510213
80,80,84,84,84,УО «Колледж Менеджмента Междуна-родного Туризма»,Алматы,False,"Ул. Богенбай батыра, 263","Алматы Ул. Богенбай батыра, 263",43.249976491622,76.899769364588
81,81,85,85,85,"НУО «Казахский колледж физической культуры, туризма и сервиса»",Алматы,False,"Ул. Казыбек би, 168","Алматы Ул. Казыбек би, 168",43.253510004493,76.908159459433
82,82,86,86,86,ТОО «Высший Медико-Стоматологический колледж профессора Рузуддинова»,Алматы,False,"Ул. Досмухамбетова, 15","Алматы Ул. Досмухамбетова, 15",43.259115988975,76.922617990953
83,83,87,87,87,ЧУ «Высший казахско-турецкий гуманитарно-технологический колледж»,Алматы,False,"Ул. Желтоксан, 111 а","Алматы Ул. Желтоксан, 111 а",43.255281980734,76.938805038547
84,84,88,88,88,УО «Лингвистический колледж»,Алматы,False,"Мкр. Жетысу, 16А","Алматы Мкр. Жетысу, 16А",43.2790761004,76.959837770715
85,85,89,89,89,УО «Алматинский колледж экономики и современных технологий»,Алматы,False,"Ул. Маметова, 69","Алматы Ул. Маметова, 69",43.266626006582,76.931833977314
86,86,90,90,90,Учреждение «Международный колледж бизнеса и коммуникаций»,Алматы,False,"Ул. Богенбай батыра, 149","Алматы Ул. Богенбай батыра, 149",43.252614020953,76.932129020305
87,87,91,91,91,НЧУ «Алматинский технологическо-финансовый и инновационно-технический колледж»,Алматы,False,"Ул. Жандосова, 305А","Алматы Ул. Жандосова, 305А",43.205862496508,76.85611403718
88,88,92,92,92,ТОО «Высший медицинский колледж «Интердент»,Алматы,False,"Мкр. Аксай-3, 36","Алматы Мкр. Аксай-3, 36",43.236144419404,76.828562392308
89,89,93,93,93,ТОО «Медицинский Колледж «Авимед»,Алматы,False,"Ул. Жубанова, 1а","Алматы Ул. Жубанова, 1а",43.237160012702,76.858970009191
90,90,94,94,94,ТОО «Инновационный колледж города Алматы»,Алматы,False,"Майский мкр.,","Алматы Майский мкр.,",45.03972,75.07554
91,91,95,95,95,ЮКА «Юридический колледж г.Алматы»,Алматы,False,Ул. Керуентау 2/1,Алматы Ул. Керуентау 2/1,43.1991300188,76.842069996913
92,92,96,96,96,Учреждение «Алматинский технико-экономический колледж связи»,Алматы,False,"10 мкр., 7 А","Алматы 10 мкр., 7 А",43.218229987295,76.872309975732
93,93,97,97,97,Учреждение «Экономический колледж университета Нархоз»,Алматы,False,"Ул. Садовый бульвар, 1","Алматы Ул. Садовый бульвар, 1",43.178013015046,76.921947831839
94,94,98,98,98,ТОО «Многопрофильный колледж «АдилМед»»,Алматы,False,5 мкр. 45А,Алматы 5 мкр. 45А,43.228971982947,76.861895963951
95,95,99,99,99,ЧУ «Международный казахско-китайский языковой колледж»,Алматы,False,"Пр. Абая, 10","Алматы Пр. Абая, 10",43.241900020857,76.946499960938
96,96,100,100,100,ТОО «Алматинский колледж строительства и менеджмента»,Алматы,False,Ул. Жумалиева 108,Алматы Ул. Жумалиева 108,43.251591009671,76.913682965987
97,97,101,101,101,УО Гуманитарный колледж «КазНур»,Алматы,False,"Орбита-2 мкр., 20 А","Алматы Орбита-2 мкр., 20 А",43.19644898325,76.88542002667
98,98,102,102,102,УО «Алматинский колледж менеджмента и сервиса»,Алматы,False,Ул. Сатпаева 69 «А»,Алматы Ул. Сатпаева 69 «А»,43.235226014273,76.893735964267
99,99,103,103,103,Учреждение «Алматинский медицинский колледж «ДИМЕД»,Алматы,False,"Ул. Наурызбай батыра, 9","Алматы Ул. Наурызбай батыра, 9",43.267018415687,76.934569814383
100,100,104,104,104,ТОО «Колледж «Международной Академии Бизнеса»,Алматы,False,"Ул. Торайгырова, 29","Алматы Ул. Торайгырова, 29",43.202190000192,76.871549988571
101,101,105,105,105,ТОО «Алматинский колледж связи-Школа при КАУ»,Алматы,False,"Ул. Рыскулбекова, 28","Алматы Ул. Рыскулбекова, 28",43.204999111223,76.87493401434
102,102,106,106,106,ТОО «Колледж–Школа КазГАСА»,Алматы,False,"Ул. Таласская, 1","Алматы Ул. Таласская, 1",43.317853013667,76.937499976222
103,103,107,107,107,УО «Колледж «Аяжан»,Алматы,False,"Проспект Достык, 108","Алматы Проспект Достык, 108",43.241005210784,76.957497101723
104,104,108,108,108,УО «Центральноазиатский технико-экономический колледж»,Алматы,False,"Пр. Сейфуллина, д. 404/67","Алматы Пр. Сейфуллина, д. 404/67",43.267495712856,76.93284449956
105,105,109,109,109,Учреждение «Евразийский аграрный колледж»,Алматы,False,Проспект Достык 108,Алматы Проспект Достык 108,43.241005210784,76.957497101723
106,106,110,110,110,УО «Алматинский колледж железнодорожного транспорта»,Алматы,False,"Проспект Райымбека, 415 В","Алматы Проспект Райымбека, 415 В",43.252305986012,76.855998959791
107,107,111,111,111,Учреждение «Алматинский автомобильно-дорожный колледж»,Алматы,False,"Ул. Нусупбекова, 10","Алматы Ул. Нусупбекова, 10",43.267033995719,76.954959983451
108,108,112,112,112,ТОО «Организация образования колледж «Перспектива»,Алматы,False,Проспект Абая 52 Г,Алматы Проспект Абая 52 Г,43.239761001076,76.913132023491
109,109,113,113,113,ТОО «Инновационный технический колледж г.Алматы»,Алматы,False,"Ул. Калдаякова, 54","Алматы Ул. Калдаякова, 54",43.256899981413,76.959240034669
110,110,114,114,114,ТОО «Республиканский высший медицинский колледж»,Алматы,False,"Ул. Пушкина, 12/1","Алматы Ул. Пушкина, 12/1",43.269499993543,76.95264004029
111,111,115,115,115,ЧУ «Колледж медресе Абу Ханифа»,Алматы,False,"Ул. Желтоксан, 111 а","Алматы Ул. Желтоксан, 111 а",43.255281980734,76.938805038547
112,112,116,116,116,ТОО «Алматинский Экономическо Правовой и Педагогический колледж»,Алматы,False,"Ул. кокорай, 2/2","Алматы Ул. кокорай, 2/2",43.268540014172,76.863409987122
113,113,117,117,117,ТОО «Медико-фармацевтический колледж № 1»,Алматы,False,"Микрорайон Кок-тобе 2, ул.Кыз Жибек 62","Алматы Микрорайон Кок-тобе 2, ул.Кыз Жибек 62",43.218542413872,76.972080641024
114,114,118,118,118,ТОО «Алматинский Национальный Медицинский колледж»,Алматы,False,Проспект Рыскулова 101,Алматы Проспект Рыскулова 101,43.275058913638,76.891005894584
115,115,119,119,119,ТОО «Медицинский колледж ТАЛАНТ-К»,Алматы,False,"Ул. Богенбай батыра, 176","Алматы Ул. Богенбай батыра, 176",43.2518759647,76.927918313148
116,116,120,120,120,ТОО «Алматинский технолого-экономический колледж»,Алматы,False,"Ул. С. Торайгырова, 19","Алматы Ул. С. Торайгырова, 19",43.202525988781,76.876204962319
117,117,121,121,121,Учреждение «Школа –интернат –колледж имени Сулеймана Демиреля»,Алматы,False,Ул. Абдуллина 16/1,Алматы Ул. Абдуллина 16/1,43.26202161762,76.959845878631
118,118,122,122,122,УО «Медицинский колледж имени «Мәриям»,Алматы,False,Наименование организации,Алматы Наименование организации,43.2515622,76.9089372
119,119,123,123,123,ТОО «Гуманитарно-экономический колледж города Алматы»,Алматы,False,"Абайский район, улица Гагарина, здание 121","Алматы Абайский район, улица Гагарина, здание 121",49.626807793122,72.863570863993
120,120,125,125,125,Индустиально-технический колледж,Шымкент,True,"Абайский район, улица Жаркымбекова, дом 13.","Шымкент Абайский район, улица Жаркымбекова, дом 13.",42.312032358558,69.564123258806
121,121,126,126,126,"Колледж №4
 ",Шымкент,True,"Аль-Фарабийский район, улица Туркестанская, здание 2А","Шымкент Аль-Фарабийский район, улица Туркестанская, здание 2А",42.304693395271,69.641112137057
122,122,127,127,127,"Колледж легкой промышленности и сервиса
 ",Шымкент,True,"Аль-Фарабийский район, ул. Н. Торекулова, здание 1","Шымкент Аль-Фарабийский район, ул. Н. Торекулова, здание 1",42.3333103,69.6218093
123,123,128,128,128,"Колледж №6
 ",Шымкент,True,"Каратауский район, улица Юсуф Сареми, дом 5","Шымкент Каратауский район, улица Юсуф Сареми, дом 5",42.3036571,69.7379529
124,124,129,129,129,Колледж №10,Шымкент,True,"Абайский район, улица Шамши Калдаякова, здание 30","Шымкент Абайский район, улица Шамши Калдаякова, здание 30",42.313199229921,69.568851330042
125,125,130,130,130,Колледж искусств и дизайна им.а. Кастеева,Шымкент,True,"Абайский район, улица Октябрьская, здание 30","Шымкент Абайский район, улица Октябрьская, здание 30",42.323681826649,69.571839814416
126,126,131,131,131, Музыкальный колледж,Шымкент,True,"Аль-Фарабийский район, улица Желтоксан, здание 30","Шымкент Аль-Фарабийский район, улица Желтоксан, здание 30",42.323487513849,69.59946686849
127,127,132,132,132,Политехнический колледж,Шымкент,True,"Абайский район, проспект Б. Момышулы, здание 53","Шымкент Абайский район, проспект Б. Момышулы, здание 53",49.081370569519,79.299515339345
128,128,133,133,133,Дорожно-транспортный колледж,Шымкент,True,"Аль-Фарабийский район, с. Байтурсынова, здание 23","Шымкент Аль-Фарабийский район, с. Байтурсынова, здание 23",42.3333103,69.6218093
129,129,134,134,134,Колледж новых технологий имени Манапа Утебаева,Шымкент,True,Наименование организации,Шымкент Наименование организации,42.3333103,69.6218093
130,130,136,136,136,"Государственное коммунальное казенное предприятие «Агротехнический колледж, село Коргалжын» при управлении образования Акмолинской области",Акмолинская область,True,"Коргалжынский р-н, с.Коргалжын, ул.Жангелдина 8","Акмолинская область, Коргалжынский р-н, с.Коргалжын, ул.Жангелдина 8",50.583066786911,70.030292416937
131,131,137,137,137,"Государственное коммунальное казенное предприятие «Агротехнический колледж, село Каменка, Сандыктауский район» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 021409
Акмолинская область Сандыктауский р-н, 
 с. Каменка, ул.Рабочая 42/4","Акмолинская область, Индекс 021409
Акмолинская область, Сандыктауский р-н, 
 с. Каменка, ул.Рабочая 42/4",52.5,68.75
132,132,138,138,138,"Государственное коммунальное казенное предприятие «Агротехнический колледж, село Красный Яр» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 020010  Акмолинская область с. Красный Яр,
ул. Ленина 68            ","Акмолинская область, Индекс 020010  Акмолинская область, с. Красный Яр,
ул. Ленина 68            ",52.904157681812,69.144426169407
133,133,139,139,139,"Государственное коммунальное казенное предприятие «Агротехнический колледж, поселок Аршалы» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 020200
Акмолинская область
п. Аршалы, ул. ПЛ-14","Акмолинская область, Индекс 020200
Акмолинская область,
п. Аршалы, ул. ПЛ-14",50.8370121,72.1753096
134,134,140,140,140,"Государственное коммунальное казенное предприятие «Школа-интернат-колледж, село Бозайгыр, Шортандинский район» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 021606
Акмолинская область Шортандинский р-н
с. Бозайгыр, ул.Конаева 1в","Акмолинская область, Индекс 021606
Акмолинская область, Шортандинский р-н
с. Бозайгыр, ул.Конаева 1в",51.66667,71.0
135,135,141,141,141,"Государственное коммунальное казенное предприятие «Агротехнический колледж, село Астраханка» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 020300
Акмолинская область Астраханский р-н, 
с. Астраханка,
ул. Абылай-хана, 1 ","Акмолинская область, Индекс 020300
Акмолинская область, Астраханский р-н, 
с. Астраханка,
ул. Абылай-хана, 1 ",51.510506980825,69.804503139949
136,136,142,142,142,"Государственное коммунальное казенное предприятие «Агротехнический колледж, город Есиль» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 020900
Акмолинская область   Есильский р-н, г. Есиль, ПЛ№7 1 ""А""","Акмолинская область, Индекс 020900
Акмолинская область,   Есильский р-н, г. Есиль, ПЛ№7 1 ""А""",52.0,66.5
137,137,143,143,143,"Государственное коммунальное казенное предприятие «Агротехнический колледж, город Ерейментау» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 020800
Акмолинская область
 г. Ерейментау, 
ул. Победы 16","Акмолинская область, Индекс 020800
Акмолинская область,
 г. Ерейментау, 
ул. Победы 16",52.907338194972,69.165780827946
138,138,144,144,144,"Государственное коммунальное казенное предприятие «Агротехнический колледж, село Жанаесиль, Целиноградский район» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 010023
Акмолинская область Целиноградский р-н, с. Новоишимка, ул. Центральная 1  ","Акмолинская область, Индекс 010023
Акмолинская область, Целиноградский р-н, с. Новоишимка, ул. Центральная 1  ",52.954390888547,70.262394189025
139,139,145,145,145,"Государственное коммунальное казенное предприятие «Агротехнический колледж, город Акколь» при управлении образования Акмолинской области",Акмолинская область,True,"Индекс 020100                Акмолинская область       
  г. Акколь,
ул. Луганская, 6","Акмолинская область, Индекс 020100                Акмолинская область,       
  г. Акколь,
ул. Луганская, 6",51.980651408425,70.968105593216
140,140,146,146,146,"Государственное коммунальное казенное предприятие «Агротехнический колледж, село Егиндыколь» при управлении образования Акмолинской области",Акмолинская область,True,"Егиндикольский р-н, с.Егиндыколь, ул.Гагарина 3","Акмолинская область, Егиндикольский р-н, с.Егиндыколь, ул.Гагарина 3",51.056810906649,69.480122313593
