,Unnamed: 0.2,index,Unnamed: 0.1,Unnamed: 0,names,city_region,public1,address,full_address,Latitude,Longitude
189,189,195,195,195,ГКП «Высший колледж АРГУ имени К.Жубанова» на ПХВ,Актюбинская область,True,"Индекс 030005, Актюбинская область, г.Актобе, ул. Арынова, 1","Актюбинская область, Индекс 030005, Актюбинская область,, г.Актобе, ул. Арынова, 1",50.269517684481,57.221826378825
190,190,196,196,196,ЧУ «Актюбинский финансово-экономический колледж» (нет контингента),Актюбинская область,True,"Индекс 030000, Актюбинская область, г.Актобе, ул. Шернияза, 41","Актюбинская область, Индекс 030000, Актюбинская область,, г.Актобе, ул. Шернияза, 41",49.075811416412,54.672088732325
191,191,197,197,197,ЧУ «Актюбинский кооперативный колледж» (нет контингента),Актюбинская область,True,"Индекс 030007, Актюбинская область, г. Актобе, ул.  Красногорская, 11","Актюбинская область, Индекс 030007, Актюбинская область,, г. Актобе, ул.  Красногорская, 11",50.313160049413,57.13682214053
192,192,198,198,198,ЧУ «Многопрофильный колледж «Рауан»,Актюбинская область,True,"Индекс 030007, Актюбинская область, г.Актобе, ул. Маресьева, 10","Актюбинская область, Индекс 030007, Актюбинская область,, г.Актобе, ул. Маресьева, 10",50.306441309073,57.144745894309
193,193,199,199,199,ЧУ «Актюбинский колледж Нефти и Газа»,Актюбинская область,True,"Индекс 030006, Актюбинская область, г.Актобе, ул. Айтеке би, 52","Актюбинская область, Индекс 030006, Актюбинская область,, г.Актобе, ул. Айтеке би, 52",50.28622281751,57.224701203976
194,194,200,200,200,Негосударственное независимое некоммерческое образовательное учреждение «Экономико-правовой колледж»,Актюбинская область,True,"Индекс 030000, Актюбинская область, г.Актобе, пр. Абулхаир хана, 1-4","Актюбинская область, Индекс 030000, Актюбинская область,, г.Актобе, пр. Абулхаир хана, 1-4",48.825900572406,58.138051338787
195,195,201,201,201,ЧУ «Актюбинский гуманитарно-технический колледж»,Актюбинская область,True,"Индекс 030000, Ақтобе обласы, Ақтобе қ.,  Бр.Жубановых көш, 302А","Актюбинская область, Индекс 030000, Ақтобе обласы, Ақтобе қ.,  Бр.Жубановых көш, 302А",50.28195408186,57.161053222213
196,196,202,202,202,ТОО «Баишев Высший Медицинский колледж»,Актюбинская область,True,"Индекс 030000, Ақтобе обласы, Ақтобе қ.,  Тургенева көш, 72","Актюбинская область, Индекс 030000, Ақтобе обласы, Ақтобе қ.,  Тургенева көш, 72",50.306852189967,57.162242027541
197,197,203,203,203,"ЖШС ""Школа-Гимназия и Колледж КазГЮУ""",Актюбинская область,True,"Индекс 030000, Ақтобе обласы, Ақтөбе қ. Смагулова көш, 1","Актюбинская область, Индекс 030000, Ақтобе обласы, Ақтөбе қ. Смагулова көш, 1",50.292238509419,57.201764125937
198,198,204,204,204,ЧУ «Актюбинский технико-технологический колледж»,Актюбинская область,True,"Индекс 030000, Ақтобе обласы, Ақтобе қ., Арынова көш, 1","Актюбинская область, Индекс 030000, Ақтобе обласы, Ақтобе қ., Арынова көш, 1",50.269517684481,57.221826378825
199,199,205,205,205,ТОО «Актюбинский гуманитарно-технический универсальный мультипрофильный колледж»,Актюбинская область,True,"Индекс 030006, Ақтобе обласы, Ақтобе қ., Смагулова көш, 5В","Актюбинская область, Индекс 030006, Ақтобе обласы, Ақтобе қ., Смагулова көш, 5В",50.294118318844,57.202086493933
200,200,206,206,206,ТОО «Актюбинский колледж АО «Казахская академия транспорта и коммуникаций  им. М.Тынышпаева»,Актюбинская область,True,"Индекс 030008, Ақтобе обласы, Ақтөбе қ., Аз Наурыз көш, 5","Актюбинская область, Индекс 030008, Ақтобе обласы, Ақтөбе қ., Аз Наурыз көш, 5",50.290656215647,57.19852703493
201,201,207,207,207,ЧУ «Актюбинский строительно –монтажный колледж»,Актюбинская область,True,"Индекс 030006, Ақтобе обласы, Ақтобе қ., Айтеке би көш, 76","Актюбинская область, Индекс 030006, Ақтобе обласы, Ақтобе қ., Айтеке би көш, 76",50.289936587349,57.225578034867
202,202,208,208,208,ЧУ «Многопрофильный колледж «Болашак»,Актюбинская область,True,"Индекс 030012, Ақтобе обласы, Ақтөбе қ., Маресьева көш, 81","Актюбинская область, Индекс 030012, Ақтобе обласы, Ақтөбе қ., Маресьева көш, 81",50.301242182172,57.14936507733
203,203,209,209,209,ЧУ «Актюбинский учетно-финансовый колледж им.С.Раимова»,Актюбинская область,True,"Индекс 030700, Ақтобе обласы, Мугалжарский  ауданы, г.Кандыагаш, Интернациональная көш, 6","Актюбинская область, Индекс 030700, Ақтобе обласы, Мугалжарский  ауданы, г.Кандыагаш, Интернациональная көш, 6",49.453664300709,57.411597192945
204,204,210,210,210,ЧУ «Мугалжарский гуманитарно-технический колледж»,Актюбинская область,True,"Индекс 030005, Ақтобе обласы, Ақтөбе қ., Арынова көш, 1, 1","Актюбинская область, Индекс 030005, Ақтобе обласы, Ақтөбе қ., Арынова көш, 1, 1",50.271104420662,57.224458883155
205,205,211,211,211,ТОО «Актюбинский многопрофильный колледж АГУ Тарлан»,Актюбинская область,True,"Ақтөбе облысы, Алға ауданы, Бестамақ елдімекені, Алға көшесі №58","Актюбинская область, Ақтөбе облысы, Алға ауданы, Бестамақ елдімекені, Алға көшесі №58",50.262425483792,57.231618034296
206,206,212,212,212,ЧУ «Колледж медресе Актобе»,Актюбинская область,True,"г.Алматы, ул.Гоголя №124","Актюбинская область, г.Алматы, ул.Гоголя №124",50.26057527482,57.233350579621
207,207,215,215,215,ГККП Алматинский экономический колледж,Алматинская область,True,г. Есик ул. Абая №320,"Алматинская область, г. Есик ул. Абая №320",43.3555112,77.460614
208,208,216,216,216,ГККП Есикский гуманитарно-экономический колледж,Алматинская область,True,с. Ушконыр Карасайский район  ул.Адильбекова  №1,"Алматинская область, с. Ушконыр Карасайский район  ул.Адильбекова  №1",43.2232001,76.5939011
209,209,217,217,217,"ГККП Ушконырский
колледж водного хозяйства",Алматинская область,True,"г. Каскелен, ул.Победы №158","Алматинская область, г. Каскелен, ул.Победы №158",43.20011419454,76.623903739245
210,210,218,218,218,ГККП Каскеленский колледж культуры,Алматинская область,True,"г.Жаркент, ул.Ыбраймолдаева №78","Алматинская область, г.Жаркент, ул.Ыбраймолдаева №78",44.180970985527,80.011151162913
211,211,219,219,219,ГККП Жаркентский гуманитарно-технический колледж,Алматинская область,True,г. Талдыкорган ул.Тауелсіздік №173 «А»,"Алматинская область, г. Талдыкорган ул.Тауелсіздік №173 «А»",43.557208035059,79.453039220757
212,212,220,220,220,ГККП Талдыкорганский юридический колледж,Алматинская область,True,г. Талдыкорган ул.Жансугурова №226,"Алматинская область, г. Талдыкорган ул.Жансугурова №226",45.011991707973,78.347551138104
213,213,221,221,221,ГККП Талдыкорганский политехнический колледж,Алматинская область,True," г.Талдыкорган ул.Каблиса-Жырау, №211","Алматинская область,  г.Талдыкорган ул.Каблиса-Жырау, №211",45.007920919456,78.353000161402
214,214,222,222,222,ГККП Талдыкорганский агро-технический колледж,Алматинская область,True, г.Талдыкорган ул.Жансугурова №181а,"Алматинская область,  г.Талдыкорган ул.Жансугурова №181а",45.010291992226,78.353625032284
215,215,223,223,223,ГККП Талдыкорганский музыкальный колледж,Алматинская область,True, Ескельдинский район с.Жастар ул.Боранбаева №1,"Алматинская область,  Ескельдинский район с.Жастар ул.Боранбаева №1",43.206621302854,76.318936895728
216,216,224,224,224,ГККП Коксуский сельскохозяйственный колледж,Алматинская область,True, г.Талгар ул.Рыскулова  №68,"Алматинская область,  г.Талгар ул.Рыскулова  №68",43.33835929843,77.258618838614
217,217,225,225,225,ГККПТалгарский колледж агробизнеса и менеджмента им.М.Бейсебаева,Алматинская область,True,г.Сарканд ул.Бекбаева №2,"Алматинская область, г.Сарканд ул.Бекбаева №2",44.310432600434,76.816747131013
218,218,226,226,226,ГККП Сарканский гуманитарный колледж,Алматинская область,True,"г.Таллгар, ул. Павлова №24","Алматинская область, г.Таллгар, ул. Павлова №24",43.309183405788,77.23075201737
219,219,227,227,227,ГКППХВ Талгарский медицинский колледж,Алматинская область,True,"г.Талдыкорган, ул.Жансугурова №228","Алматинская область, г.Талдыкорган, ул.Жансугурова №228",45.011830197187,78.348371925926
220,220,228,228,228,ГКППХВ Талдыкорганский медицинский колледж,Алматинская область,True,"г.Талдыкорган, ул.Тауелсыздык №173","Алматинская область, г.Талдыкорган, ул.Тауелсыздык №173",45.01573591261,78.356257620433
221,221,229,229,229,ГККП колледж сервис и технологий,Алматинская область,True,"Карасайский район, с.Ушконыр, ул.Жибек жолы №76 ","Алматинская область, Карасайский район, с.Ушконыр, ул.Жибек жолы №76 ",43.198319991677,76.637720035686
222,222,230,230,230,ГККП Многопрофильный колледж  профессионального  обучения Карасайский район,Алматинская область,True,"г.Талдыкорган, ул.Тәуелсіздік  №175","Алматинская область, г.Талдыкорган, ул.Тәуелсіздік  №175",43.256853895731,76.311956116835
223,223,231,231,231,ГККП колледж промышленной индустрии и новых технологий,Алматинская область,True,"г.Талгар, ул.Кунаева №209","Алматинская область, г.Талгар, ул.Кунаева №209",43.303215654902,77.217937628696
224,224,232,232,232,ГККП Талгарский политехнический колледж,Алматинская область,True,"Алакольский район, г.Ушарал, ул.Дулепова №18","Алматинская область, Алакольский район, г.Ушарал, ул.Дулепова №18",46.16426057935,80.952838706296
225,225,233,233,233,ГККП Алакольский гуманитарно-технический колледж,Алматинская область,True," Жамбылский район, с.Узынагаш, ул.Сарыбай би №71","Алматинская область,  Жамбылский район, с.Узынагаш, ул.Сарыбай би №71",43.22659718023,76.299052590644
226,226,234,234,234,ГККП Узынагашский профессинальный колледж им. Жамбыла,Алматинская область,True,"Енбекшиказахский район, с.Шелек, ул.Нургазина №2","Алматинская область, Енбекшиказахский район, с.Шелек, ул.Нургазина №2",43.5970521,78.2516696
227,227,235,235,235,ГККП Шелекский политехнический колледж,Алматинская область,True,"Райымбекский район, с.Сарыжаз, ул.Алим №1","Алматинская область, Райымбекский район, с.Сарыжаз, ул.Алим №1",42.9137602,79.6078548
228,228,236,236,236,ГККП Сарыжазский профессионально-технический колледж,Алматинская область,True,"Уйгурский район, с.Шонжы, ул.Арзиева №120","Алматинская область, Уйгурский район, с.Шонжы, ул.Арзиева №120",43.549516144718,79.813320081568
229,229,237,237,237,ГККП Чунджинский политехнический колледж,Алматинская область,True,"Балхашский район, с.Баканас, ул.Кунаева №250","Алматинская область, Балхашский район, с.Баканас, ул.Кунаева №250",44.799442703277,76.287515068561
230,230,238,238,238,ГККП Баканасский аграрно- индустриальный колледж,Алматинская область,True,"Карасайский район, г.Каскелен, ул.Гаражная №34","Алматинская область, Карасайский район, г.Каскелен, ул.Гаражная №34",43.202758,76.6317126
231,231,239,239,239,ГККП Каскеленский профессионально-технический колледж Санджара Жандосова,Алматинская область,True,"Аксуский район, с.Капал, ул.Майлина №1","Алматинская область, Аксуский район, с.Капал, ул.Майлина №1",45.1257297,79.0436264
232,232,240,240,240,ГККП Капальский профессионально-технический колледж,Алматинская область,True,"г.Алматы, ул.Райымбека №480а          ","Алматинская область, г.Алматы, ул.Райымбека №480а          ",43.1830496,76.7408472
233,233,241,241,241,ГККП Алматинский областной колледж инновационных технологий в сфере сервиса и питания,Алматинская область,True,"г.Сарканд, ул.Койбагарова №5","Алматинская область, г.Сарканд, ул.Койбагарова №5",44.310432600434,76.816747131013
234,234,242,242,242,ГККП Сарканский политехнический колледж,Алматинская область,True,"Алакольский район, с. Токжайлау, ул.Центральная  №92","Алматинская область, Алакольский район, с. Токжайлау, ул.Центральная  №92",43.868144317843,77.07650901614
235,235,243,243,243,ГККП Токжайлауский политехнический колледж,Алматинская область,True,"Каратальский район, с.Бастобе, ул.С.Юн №27","Алматинская область, Каратальский район, с.Бастобе, ул.С.Юн №27",45.2715959,77.9889376
236,236,244,244,244,ГККП Бастобинский сервисно- технический колледж,Алматинская область,True,"г.Текели, ул.Сатпаева №66","Алматинская область, г.Текели, ул.Сатпаева №66",43.857276426472,77.072969388726
237,237,245,245,245,ГККП Текелийский  профессиональный  колледж,Алматинская область,True,"Панфиловский район, г.Жаркент, ул.Абдуллина №76","Алматинская область, Панфиловский район, г.Жаркент, ул.Абдуллина №76",44.154811903906,79.985743770369
238,238,246,246,246,ГККП Жаркентский многопрофильный колледж,Алматинская область,True,"г.Талдыкорган, ул.Ярославского №6","Алматинская область, г.Талдыкорган, ул.Ярославского №6",45.037571901939,78.364743375389
239,239,247,247,247,ГККП Талдыкорганский гуманитарно - технический колледж,Алматинская область,True,"г.Капшагай, ул.Сейфуллина №3","Алматинская область, г.Капшагай, ул.Сейфуллина №3",43.882471594391,77.08847537313
240,240,248,248,248,ГККП Капшагайский многопрофильный колледж,Алматинская область,True,"Аксуский район, п.Жансугурово, ул.Кабанбай батыра №4","Алматинская область, Аксуский район, п.Жансугурово, ул.Кабанбай батыра №4",45.403224800435,79.510124912257
241,241,249,249,249,ГККП Аксуский политехнический колледж,Алматинская область,True,"Коксуский район, ст.Коксу","Алматинская область, Коксуский район, ст.Коксу",45.0048393,77.9322927
242,242,250,250,250,ГККП Коксуский политехнический колледж,Алматинская область,True,"с.Жаланаш Райымбекского района, ул.Жендиева №4","Алматинская область, с.Жаланаш Райымбекского района, ул.Жендиева №4",43.0508392,78.6446872
243,243,251,251,251,ГККП Колсайский профессионально-технический колледж»,Алматинская область,True,с.Жаугашты Илийского района при ЛА-155/ 4 ул.Центральная№1,"Алматинская область, с.Жаугашты Илийского района при ЛА-155/ 4 ул.Центральная№1",43.40668,76.6968249
244,244,252,252,252,ГККП Профессионально-технический колледж» с.Жаугашты,Алматинская область,True,"г.Капшагай, с.Заречное, учреждение ЛА 155/14","Алматинская область, г.Капшагай, с.Заречное, учреждение ЛА 155/14",43.7057489,77.0241705
245,245,253,253,253,ГККП  «Профессиональный колледж  с.Заречное,Алматинская область,True,"г.Капшагай, с.Заречное, спецучреждение ЛА 155/8","Алматинская область, г.Капшагай, с.Заречное, спецучреждение ЛА 155/8",43.7057489,77.0241705
246,246,254,254,254,ГККП Профессионально-технический  колледж при Учреждении ЛА – 155/8,Алматинская область,True,"Панфиловский район г.Жаркент, ул. Асановой №18","Алматинская область, Панфиловский район г.Жаркент, ул. Асановой №18",44.1721763,80.0064991
247,247,256,256,256,Учреждение «Медицинский колледж «ДИАНА»,Алматинская область,False,"Енбекшиказахский район г.Есик, ул.Алматинская №1","Алматинская область, Енбекшиказахский район г.Есик, ул.Алматинская №1",43.358970020599,77.430129990648
248,248,257,257,257,Учреждение «Жетысуский юридический колледж»,Алматинская область,False,Енбекшиказахский район с.Тургень ул.Аубакирова  №106,"Алматинская область, Енбекшиказахский район с.Тургень ул.Аубакирова  №106",43.3963654,77.5938975
249,249,258,258,258,Учреждение «Тургенский  колледж непрерывного образования»,Алматинская область,False,"Енбекшиказахский район г.Есик, ул.Абая №320","Алматинская область, Енбекшиказахский район г.Есик, ул.Абая №320",43.3555112,77.460614
250,250,259,259,259,ТОО Есикский медицинский колледж,Алматинская область,False,"г.Капшагай, мкр «Ивушка»  №5","Алматинская область, г.Капшагай, мкр «Ивушка»  №5",43.863549192372,77.063429186616
251,251,260,260,260,Учреждение Капшагайский профессиональный колледж,Алматинская область,False,г.Талгар  ул.Кунаева №201а,"Алматинская область, г.Талгар  ул.Кунаева №201а",43.304026348964,77.217317247823
252,252,261,261,261,Учреждение «Колледж г. Талгар Университета им. Д.А.Кунаева,Алматинская область,False,"г.Талгар, ул.Павлова №24а","Алматинская область, г.Талгар, ул.Павлова №24а",43.309183405788,77.23075201737
253,253,262,262,262,Учреждение «Талгарский медицинский колледж»,Алматинская область,False,"Карасайский район г.Каскелен, ул.Жангозина №13а","Алматинская область, Карасайский район г.Каскелен, ул.Жангозина №13а",43.209197492066,76.617638903819
254,254,263,263,263,Учреждение«Каскеленский гуманитарно-технический  колледж»,Алматинская область,False,"Илийский район п.Отеген батыра, Абая  №27а","Алматинская область, Илийский район п.Отеген батыра, Абая  №27а",43.41675,77.0231096
255,255,264,264,264,Негосударстенное учреждение«Колледж экономики и права»,Алматинская область,False,"Илийский район  п.Отеген батыра, ул.Ленина №7  ","Алматинская область, Илийский район  п.Отеген батыра, ул.Ленина №7  ",43.41675,77.0231096
256,256,265,265,265,Учреждение «Политехнический колледж «Прогресс»,Алматинская область,False,"г.Талдыкорган, м-н Самал, дом 32","Алматинская область, г.Талдыкорган, м-н Самал, дом 32",44.798382098989,76.291780565073
257,257,266,266,266,Учреждение «Гуманитарно-экономический  колледж «Билим»,Алматинская область,False,"г. Талдыкорган, ул.Абылайхана №142","Алматинская область, г. Талдыкорган, ул.Абылайхана №142",43.310019999421,77.24430998659
258,258,267,267,267,Учреждение «Жетысуский Социально-Гуманитарный Колледж»,Алматинская область,False,"г.Талдыкорган, ул Каблиса-жырау №211","Алматинская область, г.Талдыкорган, ул Каблиса-жырау №211",45.007920919456,78.353000161402
259,259,268,268,268,Негосударстенное учреждение«Талдыкорганский гуманитарно-экономический колледж»,Алматинская область,False,"г.Талдыкорган, ул Тәуелсіздік  №173а","Алматинская область, г.Талдыкорган, ул Тәуелсіздік  №173а",43.256853895731,76.311956116835
260,260,269,269,269,Учреждение «Талдыкорганский юридический колледж»,Алматинская область,False,"г.Талдыкорган, ул. Акын Сара №120","Алматинская область, г.Талдыкорган, ул. Акын Сара №120",43.196322086001,76.640165681001
261,261,270,270,270,Учреждение образование «Талдыкорганский колледж экономики и транспорта»,Алматинская область,False,"Панфиловский район, с.Жаскент,   ул.Домалак ана № 22","Алматинская область, Панфиловский район, с.Жаскент,   ул.Домалак ана № 22",43.226966612612,76.322569612564
262,262,271,271,271,Учреждение «Жаркентский финансово-экономический колледж»,Алматинская область,False,"г.Талдыкорган,  ул. Желтоксан №222","Алматинская область, г.Талдыкорган,  ул. Желтоксан №222",43.216314703037,76.284984782133
263,263,272,272,272,Учреждение «Талдыкорганский колледж бизнеса  права и новых технологий»,Алматинская область,False,Карасайский район г.Каскелен ул.Жангозина №14,"Алматинская область, Карасайский район г.Каскелен ул.Жангозина №14",43.209197492066,76.617638903819
264,264,273,273,273,Учреждение «Медицинский колледж «Жардем»,Алматинская область,False,"г.Капшагай, мкр. «Ивушка» №5","Алматинская область, г.Капшагай, мкр. «Ивушка» №5",43.863549192372,77.063429186616
265,265,274,274,274,Учреждение образование «Капшагайский колледж «Байтерек»,Алматинская область,False,Ескельдинский район с.Карабулак ул.Киров №10,"Алматинская область, Ескельдинский район с.Карабулак ул.Киров №10",43.856248219431,77.076311165968
266,266,275,275,275,Учреждение «Колледж- Сервис»,Алматинская область,False,"Енбекшиказахский район с.Шелек, ул.Кагазбаева № 2","Алматинская область, Енбекшиказахский район с.Шелек, ул.Кагазбаева № 2",43.5970521,78.2516696
267,267,276,276,276,ТОО «Шелекский медицинский  колледж»,Алматинская область,False,"г.Талгар, ул.Асфандиярова №19","Алматинская область, г.Талгар, ул.Асфандиярова №19",43.297274047039,77.228790001873
268,268,277,277,277,"ТОО «Талгарский
гуманитарно-
экономический
колледж»",Алматинская область,False,"Жамбылский  район, с.Узынагаш, ул.Суюнбая №1","Алматинская область, Жамбылский  район, с.Узынагаш, ул.Суюнбая №1",43.211122,76.3192618
269,269,278,278,278,"Учреждение «Медицинский
олледжУзынагаш»",Алматинская область,False,"Енбекшиказахский район, г.Есик, ул.Талгарская №5","Алматинская область, Енбекшиказахский район, г.Есик, ул.Талгарская №5",43.366354980211,77.432111221101
270,270,279,279,279,Учреждение «Есикский профессионально - технический колледж»,Алматинская область,False,"г.Талдыкорган, ул.Рустембекова №31","Алматинская область, г.Талдыкорган, ул.Рустембекова №31",45.014502808924,78.366013401358
271,271,280,280,280,ТОО «Колледж «Сенім» г.Талдыкорган,Алматинская область,False,г.Талгар  ул. Лермонтова 40,"Алматинская область, г.Талгар  ул. Лермонтова 40",43.30819002041,77.231309990041
272,272,281,281,281,Учреждение «Талгарский экономический колледж»,Алматинская область,False,"г.Каскелен ул.Барибаева,64","Алматинская область, г.Каскелен ул.Барибаева,64",43.200499737935,76.626917176369
273,273,282,282,282,"Учреждение образования колледж ""Аяжан Карасай""",Алматинская область,False,г.Есик ул Абая 320,"Алматинская область, г.Есик ул Абая 320",43.3555112,77.460614
274,274,283,283,283,"ТОО Медицинский колледж ""Шапагат"" г.Есик",Алматинская область,False," Талгарский район, с.Панфилова","Алматинская область,  Талгарский район, с.Панфилова",43.318032122913,77.251335655462
275,275,284,284,284,Многопрофильный колледж непрерывного образования ,Алматинская область,False," Енбекшиказахский район, с.Каракемер,  ул. Орымбетова 85","Алматинская область,  Енбекшиказахский район, с.Каракемер,  ул. Орымбетова 85",43.358660099729,77.462949583988
276,276,285,285,285,Каракемерский профессиональный колледж,Алматинская область,False,"Карасайский район, г.Каскелен, ул. Жибек жолы № 164","Алматинская область, Карасайский район, г.Каскелен, ул. Жибек жолы № 164",43.19829545136,76.635278972903
277,277,286,286,286,Колледж медресе Ушконыр,Алматинская область,False,"Уйгурский район, с.Шонжы, ул.Арзиева №131","Алматинская область, Уйгурский район, с.Шонжы, ул.Арзиева №131",43.549516144718,79.813320081568
278,278,287,287,287,Медицинский колледж «Дауа»,Алматинская область,False,г.Атырау ул.Курмангазы 9,"Алматинская область, г.Атырау ул.Курмангазы 9",47.107269990774,51.885819980821
279,279,289,289,289,КГП «Атырауский колледж сервиса»,Атырауская область,True," г.Атырау пр.Азаттык, 152а","Атырауская область,  г.Атырау пр.Азаттык, 152а",47.081917415877,51.901078397362
280,280,290,290,290,КГП «Атырауский индустриальный колледж»,Атырауская область,True,"Атырауская область                                Курмангазинский район,  село  Ганюшкино","Атырауская область, Атырауская область,                                Курмангазинский район,  село  Ганюшкино",46.5969692,49.2474748
281,281,291,291,291,КГП «Курмангазинский аграрно-технический колледж»,Атырауская область,True,"Атырауская область, Макатский район, п.Доссор участок №6","Атырауская область, Атырауская область,, Макатский район, п.Доссор участок №6",47.5180881,52.9793384
282,282,292,292,292,КГП «Макатский технологический колледж нефти и газа»,Атырауская область,True," г. Атырау
 ул. Курмангазы, 9","Атырауская область,  г. Атырау
 ул. Курмангазы, 9",47.107269990774,51.885819980821
283,283,293,293,293,КГП «Атырауский колледж энергетики и строительства»,Атырауская область,True," г. Атырау  Авангард,  4 мкр.","Атырауская область,  г. Атырау  Авангард,  4 мкр.",47.098491894954,51.892091572397
284,284,294,294,294,КГП «Атырауский колледж транспорта и коммуникации»,Атырауская область,True,"Атырауская область                                 Индерский район  ул.Махамбета,14","Атырауская область, Атырауская область,                                 Индерский район  ул.Махамбета,14",48.30036582472,51.413132435279
285,285,295,295,295,КГП «Индерский многопрофильный сельскохозяйственный колледж»,Атырауская область,True," Атырауская область,    Жылойский район                                                                   г.Кульсары  9-ый участок №160","Атырауская область,  Атырауская область,,    Жылойский район                                                                   г.Кульсары  9-ый участок №160",46.9516905,53.99547
286,286,296,296,296,КГП «Жылыойский технологический колледж нефти и газа им.С.Утебаева»,Атырауская область,True, Атырауская область  Махамбетский район             село Сарайчик,"Атырауская область,  Атырауская область,  Махамбетский район             село Сарайчик",47.5012817,51.7177124
287,287,297,297,297,КГП «Махамбетский многопрофильный сельскохозяйственный колледж»,Атырауская область,True,"Атырауская область, Кызылкугинский район, с.Сагыз","Атырауская область, Атырауская область,, Кызылкугинский район, с.Сагыз",48.282412708858,53.671767230546
288,288,298,298,298,КГП «Кызылкугинский аграрно-технический колледж»,Атырауская область,True," г.Атырау,  пос. Таскала,  УГ-157/9","Атырауская область,  г.Атырау,  пос. Таскала,  УГ-157/9",47.0213247,51.8847645
289,289,299,299,299,ГУ «Колледж при исправительном учреждении УГ-157/9»,Атырауская область,True,г.Атырау ул.Сатыбалдиева 47,"Атырауская область, г.Атырау ул.Сатыбалдиева 47",47.120399990641,51.950029969192
290,290,300,300,300,ГУ «Колледж при исправительном учреждении УГ-157/11»,Атырауская область,True,"  г. Атырау,  ул. Баймуханова,45 б","Атырауская область,   г. Атырау,  ул. Баймуханова,45 б",47.134003987133,51.94007310641
291,291,301,301,301,КГП «Атырауский аграрно-технический колледж»,Атырауская область,True," г. Атырау
ул. Баймуханова,45","Атырауская область,  г. Атырау
ул. Баймуханова,45",47.130869993535,51.940070005106
292,292,302,302,302,КГП «Атырауский политехнический высший колледж им. С.Мукашева»,Атырауская область,True," г. Атырау
ул. Азаттык,152а","Атырауская область,  г. Атырау
ул. Азаттык,152а",47.081917415877,51.901078397362
293,293,303,303,303,КГП «Атырауский гуманитарный колледж им.К.Дутбаевой»,Атырауская область,True," г. Атырау
ул. Сатпаева,54а","Атырауская область,  г. Атырау
ул. Сатпаева,54а",47.103857109756,51.878096302048
294,294,304,304,304,Атырауский музыкальный колледж «Академия народной музыки им.Д.Нурпейсовой»,Атырауская область,True," г. Атырау Авангард,
 ул. Курмангазы,7","Атырауская область,  г. Атырау Авангард,
 ул. Курмангазы,7",47.094809998337,51.874910011829
295,295,305,305,305,Атырауский медицинский колледж,Атырауская область,True,"г.Атырау,                             Баймуханова 51а","Атырауская область, г.Атырау,                             Баймуханова 51а",47.13358258695,51.942916331786
296,296,306,306,306,Атырауский колледж бизнеса и права,Атырауская область,True,"г. Атырау
пр. Студенческий, 205","Атырауская область, г. Атырау
пр. Студенческий, 205",47.117758,51.9145003
297,297,307,307,307,Прикаспийский современный высший колледж,Атырауская область,True,"г. Атырау
ул. Байжигитова, 62","Атырауская область, г. Атырау
ул. Байжигитова, 62",47.082435920407,51.878289176094
298,298,308,308,308,Атырауский технико-экономический колледж,Атырауская область,True,"г. Атырау
ул. Худина 5","Атырауская область, г. Атырау
ул. Худина 5",47.197998099587,51.950453422941
299,299,309,309,309,Колледж  Атырауского инженерно-гуманитарного института,Атырауская область,True,"г.Атырау
ул.Махамбета 107 а","Атырауская область, г.Атырау
ул.Махамбета 107 а",47.09947741921,51.927085598897
300,300,310,310,310,Атырауский многопрофильный колледж «Болашак»,Атырауская область,True,"Атырауская область Жылыойский район г.Кульсары ул.Караманова, 50","Атырауская область, Атырауская область, Жылыойский район г.Кульсары ул.Караманова, 50",46.9516905,53.99547
301,301,311,311,311,Кульсаринский гуманитарно-технический колледж,Атырауская область,True,"Атырауская область, Жылыойский район г.Кульсары","Атырауская область, Атырауская область,, Жылыойский район г.Кульсары",46.9516905,53.99547
302,302,312,312,312,Колледж «Болашак -Жылыой»,Атырауская область,True,"Жылыойский район                                                            г.Кульсары, ул.Таубаева, 55","Атырауская область, Жылыойский район                                                            г.Кульсары, ул.Таубаева, 55",46.9516905,53.99547
303,303,313,313,313,Колледж «Мед-Профи» (частный),Атырауская область,True,"ЗКО, г.Уральск, ул.Асана Тайманова, 221","Атырауская область, ЗКО, г.Уральск, ул.Асана Тайманова, 221",48.542186111001,51.754688102168
304,304,315,315,315,ГККП «Западно-Казахстанский индустриальный колледж»,Западно-Казахстанкая область,True,"ЗКО, г.Уральск, ул.Циолковская, 2","Западно-Казахстанкая область, ЗКО, г.Уральск, ул.Циолковская, 2",51.243019998652,51.418401976776
305,305,316,316,316,ГККП «Уральский технологический колледж «Сервис»,Западно-Казахстанкая область,True,"ЗКО, г.Уральск, ул.Евразия, 238","Западно-Казахстанкая область, ЗКО, г.Уральск, ул.Евразия, 238",51.22324721479,51.403957610672
306,306,317,317,317,ГККП «Уральский политехнический колледж»,Западно-Казахстанкая область,True,"ЗКО, г.Уральск, ул. Пойменная, 2/1","Западно-Казахстанкая область, ЗКО, г.Уральск, ул. Пойменная, 2/1",51.245588884338,51.383457738619
307,307,318,318,318,ГККП «Уральский колледж информационных технологий»,Западно-Казахстанкая область,True,"ЗКО, г.Уральск, мкр.Строитель 21/1              ","Западно-Казахстанкая область, ЗКО, г.Уральск, мкр.Строитель 21/1              ",51.249400009983,51.415309976514
